,Solvent 1,Solvent 2,Solvent 3,Solvent 4,Weights,M,Salt,Molality,Slope,Intercept,Goodness
10660,[Cu]C(=O)COCC(=O)OC(COCC=C)CO[Au],nan,nan,nan,[0.975664426],[8900.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.086877199,-3297.426771,4.725234552,0.972105687
10669,[Cu]C(=O)CCCC(=O)OC(COCC=C)CO[Au],nan,nan,nan,[0.97545844],[10400.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.087627059,-1974.283586,0.928243159,0.977627148
10681,[Cu]C(=O)COCC(=O)OC(C)CO[Au],nan,nan,nan,[0.968080868],[8000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.114843526,-4971.795892,8.682499791,0.968333905
10687,[Cu]C(=O)CCCC(=O)OC(C)CO[Au],nan,nan,nan,[0.967725562],[8800.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.11615751,-2436.634739,2.039703651,0.967996194
10701,[Cu]OCC[Au],nan,nan,nan,[1.0],[5000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.151343171,-1271.498589,0.195813527,0.86151865
10725,[Cu]C(=O)COCC(=O)OC(COCCOCCOC)CO[Au],nan,nan,nan,[0.835802912],[6100.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.684275352,-2943.498555,4.25766157,0.866253515
10736,[Cu]C(=O)CCCC(=O)OC(COCCOCCOC)CO[Au],nan,nan,nan,[0.834867742],[4200.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.688918742,-2537.003338,3.202804262,0.985930364
10754,[Cu]C(=O)COCC(=O)OC(COCC=C)CO[Au],nan,nan,nan,[0.800367747],[8900.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.868771991,-4078.484133,7.614440957,0.989461877
10762,[Cu]C(=O)CCCC(=O)OC(COCC=C)CO[Au],nan,nan,nan,[0.798983687],[10400.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.876270592,-2397.922151,2.637082076,0.987624746
10781,[Cu]C(=O)COCC(=O)OC(C)CO[Au],nan,nan,nan,[0.752040535],[8000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.148435257,-5526.062592,10.75589996,0.995244941
10787,[Cu]C(=O)CCCC(=O)OC(C)CO[Au],nan,nan,nan,[0.749901665],[8800.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.161575096,-2978.151682,4.133504334,0.981826262
10803,[Cu]OCC[Au],nan,nan,nan,[1.0],[5000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.513431706,-1676.950757,1.781130727,0.988450159
10817,[Cu]OCC[Au],nan,nan,nan,[0.938809381],[100000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.227014756,-1397.751505,0.548831838,0.995893015
10824,[Cu]OCOCCOCC[Au],nan,nan,nan,[1.0],[55000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.253957504,-1850.889221,1.2823925,0.994146711
10840,[Cu]OCOCCOCC[Au],nan,nan,nan,[1.0],[55000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.507915009,-2217.723964,2.916883119,0.993822863
10849,[Cu]OCC[Au],nan,nan,nan,[0.793200157],[100000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.908059024,-1607.413007,1.515108084,0.997375497
10856,[Cu]OCOCCOCC[Au],nan,nan,nan,[1.0],[55000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.015830018,-2340.53466,3.270725,0.991540219
10865,[Cu]OCC[Au],nan,nan,nan,[0.718869143],[100000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.362088536,-1747.727406,1.954045362,0.997400533
10872,[Cu]OCOCCOCC[Au],nan,nan,nan,[1.0],[55000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.523745027,-3204.155681,5.716685706,0.988637609
10888,[Cu]OCOCCOCC[Au],nan,nan,nan,[1.0],[55000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.031660036,-3840.835163,7.597584284,0.977370708
10897,[Cu]OCC[Au],nan,nan,nan,[0.605403983],[100000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.27014756,-2054.58714,2.761797767,0.995776541
10904,[Cu]OCOCCOCC[Au],nan,nan,nan,[1.0],[55000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.539575044,-4478.587132,9.080853708,0.979916059
10913,[Cu]OCC[Au],nan,nan,nan,[0.561120778],[100000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.724177072,-2147.353262,2.986383574,0.995290792
10920,[Cu]OCOCCOCC[Au],nan,nan,nan,[1.0],[55000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],3.047490053,-4353.316003,8.569241366,0.977462518
10929,[Cu]OCC[Au],nan,nan,nan,[0.522874332],[100000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],3.178206583,-2240.287533,3.259078849,0.99512895
10936,[Cu]OCOCCOCC[Au],nan,nan,nan,[1.0],[55000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],3.555405062,-4618.792461,9.211696111,0.974847657
10967,[Cu]CC(C(=O)OCC1OC(=O)OC1)[Au],nan,nan,nan,[0.749862],[9000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.16184501,-6548.524838,11.79805934,0.976050508
10980,[Cu]CC(C(=O)OCC1OC(=O)OC1)[Au],nan,nan,nan,[0.666503122],[9000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.742767515,-3992.488763,7.206080033,0.988496011
10988,[Cu]CC(C)(C(=O)OCCCCC1OC(=O)OC1)[Au],nan,nan,nan,[0.665256315],[27000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.752541185,-5763.719258,9.935997661,0.981138111
11001,[Cu]CC(O)[Au],nan,nan,nan,[0.3803042],[125000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],5.675368899,-6543.948801,13.24258663,0.992477031
11007,[Cu]CC(O)[Au],nan,nan,nan,[0.530298204],[125000.0],O=S(=O)([O-])C(F)(F)F.[Li+],5.675368899,-6661.166203,13.30537519,0.820165785
11013,[Cu]CC(O)[Au],nan,nan,nan,[0.624311299],[125000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],5.675368899,-6876.117138,13.17464835,0.978821683
11019,[Cu]OC(=O)OC(COC1=CC=CC=C1)C[Au],nan,nan,nan,[0.871184448],[15000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.514959576,-7855.279298,14.27496534,1
11021,[Cu]OC(=O)OC(COC(C)(C)C)C[Au],nan,nan,nan,[0.858499294],[44000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.574052813,-6661.176271,12.24630498,0.978108888
11025,[Cu]OC(=O)OC(COCCCC)C[Au],nan,nan,nan,[0.858499294],[190000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.574052813,-4005.21651,6.043975998,0.988126541
11030,[Cu]OC(=O)OC(COCCOC)C[Au],nan,nan,nan,[0.859867091],[17000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.567633536,-3573.864693,6.145387086,0.997533132
11035,[Cu]OC(=O)OC(CCC)C[Au],nan,nan,nan,[0.81925745],[22000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.768403258,-5901.626587,10.9065578,0.979466745
11040,[Cu]OC(=O)OC(COCC)C[Au],nan,nan,nan,[0.83580111],[9000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.684275352,-4132.063958,7.183671581,0.993310309
11045,[Cu]OC(=O)OC(COC(C)C)C[Au],nan,nan,nan,[0.847992872],[46000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.624336642,-4055.67662,6.919324773,0.994371367
11049,[Cu]OC(=O)OC(COCCCC)C[Au],nan,nan,nan,[0.858499294],[20900.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.574052813,-2258.803373,2.796210943,0.994881993
11055,[Cu]OC(=O)OC(C)C[Au],nan,nan,nan,[0.640016106],[50000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.959055735,-6208.065273,12.32173563,0.998414709
11060,[Cu]OC(=O)OC(CC)C[Au],nan,nan,nan,[0.669107978],[26000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.722356183,-6020.012573,10.70691535,0.98812333
11066,[Cu]OC(=O)OC(CCC)C[Au],nan,nan,nan,[0.69384935],[12000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.536806516,-5657.53967,9.652958604,0.993088276
11071,[Cu]OC(=O)OC(CC1=CC=CC=C1)C[Au],nan,nan,nan,[0.756263842],[12000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.122397441,-6497.78496,11.84761871,0.993305849
11076,[Cu]OC(=O)OCCOCC[Au],nan,nan,nan,[0.7],[47600.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-4024.734237,7.224885389,0.987062414
11084,[Cu]OC(=O)OCCOCCOCC[Au],nan,nan,nan,[0.7],[35800.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-3216.261014,5.502659152,0.982783987
11092,[Cu]OC(=O)OCCOCCOCCOCC[Au],nan,nan,nan,[0.7],[32400.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-2838.546674,4.231126097,0.969949694
11100,[Cu]OC(=O)OCCOCCOCCOCCOCCOCC[Au],nan,nan,nan,[0.7],[21900.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-1969.757513,1.917833426,0.987946096
11108,[Cu]OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O[Au],nan,nan,nan,[0.7],[21900.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-2292.390067,2.943648775,0.988538424
11116,[Cu]OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O[Au],nan,nan,nan,[0.7],[14700.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-2084.002776,2.624839503,0.986297769
11124,[Cu]OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O[Au],nan,nan,nan,[0.7],[22500.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-1946.604224,2.184338973,0.991549047
11132,[Cu]OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O[Au],nan,nan,nan,[0.7],[8300.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-2096.629658,2.49296299,0.955012574
11140,[Cu]OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O[Au],nan,nan,nan,[0.8],[22500.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.870807064,-3083.427441,5.737527948,0.767367528
11148,[Cu]OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O[Au],nan,nan,nan,[0.6],[22500.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.322152171,-2019.072029,2.204293009,0.923834145
11156,[Cu]OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O[Au],nan,nan,nan,[0.4],[22500.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],5.224842384,-3279.803275,5.415882052,0.985180484
11164,[Cu]OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O[Au],nan,nan,nan,[0.2],[22500.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],13.93291302,-4968.274678,9.4646209,0.993197056
11172,[Cu]OC(=O)OCCOCCOCCOCCOCCOCC[Au],nan,nan,nan,[0.8],[21900.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.870807064,-2172.804084,2.588858549,0.951017429
11180,[Cu]OC(=O)OCCOCCOCCOCCOCCOCC[Au],nan,nan,nan,[0.6],[21900.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.322152171,-3183.740924,5.38421382,0.980491721
11188,[Cu]OC(=O)OCCOCCOCCOCCOCCOCC[Au],nan,nan,nan,[0.4],[21900.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],5.224842384,-4121.896027,7.39437993,0.981443773
11196,[Cu]OC(=O)OCCOCCOCCOCCOCCOCC[Au],nan,nan,nan,[0.2],[21900.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],13.93291302,-5464.614882,10.62568177,0.968766685
11204,[Cu]OC(=O)OCCCCCCCCCCCC[Au],nan,nan,nan,[0.8],[8100.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.870807064,-4247.939738,7.658896141,0.931900767
11212,[Cu]OC(=O)OCCCCCCCCCCCC[Au],nan,nan,nan,[0.6],[8100.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.322152171,-2800.890835,3.589632684,0.993192738
11220,[Cu]OC(=O)OCCCCCCCCCCCC[Au],nan,nan,nan,[0.4],[8100.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],5.224842384,-1638.805988,1.599172065,0.982778956
11228,[Cu]OC(=O)OCCCCCCCCCCCC[Au],nan,nan,nan,[0.2],[8100.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],13.93291302,-2028.028975,3.27830084,0.8995669
11237,[Cu]OC(=O)OCCCCCCC[Au],nan,nan,nan,[0.8],[14800.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.870807064,-2698.043598,3.299621322,0.993273768
11245,[Cu]OC(=O)OCCCCCCC[Au],nan,nan,nan,[0.6],[14800.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.322152171,-4078.420504,6.87488744,0.996975659
11253,[Cu]OC(=O)OCCCCCCC[Au],nan,nan,nan,[0.4],[14800.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],5.224842384,-4917.579034,9.17005224,0.960993331
11261,[Cu]OC(=O)OCCCCCCC[Au],nan,nan,nan,[0.2],[14800.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],13.93291302,-3914.693574,6.028931724,0.937371371
11269,[Cu]OC(=O)OCCCCC[Au],nan,nan,nan,[0.8],[27700.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.870807064,-3344.641469,5.5065374,0.997621464
11277,[Cu]OC(=O)OCCCCC[Au],nan,nan,nan,[0.6],[27700.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.322152171,-3778.812341,6.034192712,0.984808156
11285,[Cu]OC(=O)OCCCCC[Au],nan,nan,nan,[0.4],[27700.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],5.224842384,-4403.455226,7.767097413,0.992062088
11293,[Cu]OC(=O)OCCCCC[Au],nan,nan,nan,[0.2],[27700.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],13.93291302,-4111.176094,6.334471261,0.996601593
11301,[Cu]OC(=O)OCCCC[Au],nan,nan,nan,[0.7],[43300.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-3573.091818,5.782484129,0.964733398
11309,[Cu]OC(=O)OCCCCC[Au],nan,nan,nan,[0.7],[27700.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-3541.293835,5.678686393,0.992729383
11317,[Cu]OC(=O)OCCCCCC[Au],nan,nan,nan,[0.7],[25100.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-2178.882476,2.054661638,0.96051564
11325,[Cu]OC(=O)OCCCCCCC[Au],nan,nan,nan,[0.7],[14800.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-2368.03339,2.867393096,0.99015908
11333,[Cu]OC(=O)OCCCCCCCC[Au],nan,nan,nan,[0.7],[15300.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-3184.055693,4.715278963,0.978222819
11341,[Cu]OC(=O)OCCCCCCCCC[Au],nan,nan,nan,[0.7],[16100.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-2267.820979,2.295266273,0.960746718
11349,[Cu]OC(=O)OCCCCCCCCCC[Au],nan,nan,nan,[0.7],[8000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-2741.306114,3.796370911,0.961696607
11357,[Cu]OC(=O)OCCCCCCCCCCCC[Au],nan,nan,nan,[0.7],[8100.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.49281211,-2874.606299,4.483260333,0.986371451
11365,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.816337012],[6945.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.783622294,-5076.304816,9.951148139,0.990727604
11376,[Cu]OC(=O)OCC(CC)(COCCCCCCC)C[Au],nan,nan,nan,[0.918349724],[19991.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.309645456,-3269.420785,3.554770876,0.989015243
11386,[Cu]OC(=O)OCC(CC)(CCCC)C[Au],nan,nan,nan,[0.890209219],[14384.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.429530201,-3840.007499,5.079377451,0.993323908
11395,[Cu]C1N(C(=O)C)C(=O)N(C(=O)C)C1[Au],nan,nan,nan,[0.163337446],[47000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],17.8412132,-2986.347634,3.241233057,0.981930214
11404,[Cu]C1N(C(=O)C)C(=O)N(C(=O)C)C1[Au],nan,nan,nan,[0.226507584],[47000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],11.89414213,-4356.048949,7.36895619,0.992994847
11413,[Cu]C1N(C(=O)C)C(=O)N(C(=O)C)C1[Au],nan,nan,nan,[0.369353744],[47000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],5.947071067,-4488.826289,8.847068924,0.98217669
11422,[Cu]C1N(C(=O)C)C(=O)N(C(=O)C)C1[Au],nan,nan,nan,[0.637290425],[47000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.98235504,-4123.982874,4.975622055,0.996056359
11429,[Cu]OC(C1=O)=C(C1=O)OC1=CC=C(C=C1)[Au],nan,nan,nan,[0.075703294],[2000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],42.52152652,-4410.813912,6.7894721,0.991947402
11438,[Cu]OC(C1=O)=C(C1=O)OC1=CC=C(C=C1)[Au],nan,nan,nan,[0.140751254],[2000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],21.26076326,-4442.371378,6.505216236,0.988828867
11447,[Cu]OC(C1=O)=C(C1=O)OC1=CC=C(C=C1)[Au],nan,nan,nan,[0.246769405],[2000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],10.63038163,-4664.134803,7.678947538,0.987332624
11456,[Cu]OC(C1=O)=C(C1=O)OC1=CC=C(C=C1)[Au],nan,nan,nan,[0.395854123],[2000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],5.315190815,-5385.462566,9.254473813,0.993060409
11464,[Cu]OC(C1=O)=C(C1=O)OC1=CC=C(C=C1)[Au],nan,nan,nan,[0.56718552],[2000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.657595408,-5019.977537,7.942833619,0.983718675
11472,[Cu]OC(C1=O)=C(C1=O)OC1=C(OCC)C=C(C(OCC)=C1)[Au],nan,nan,nan,[0.107352428],[3000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],28.96032436,-5042.502404,9.622970066,0.992807011
11481,[Cu]OC(C1=O)=C(C1=O)OC1=C(OCC)C=C(C(OCC)=C1)[Au],nan,nan,nan,[0.193890266],[3000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],14.48016218,-5264.164893,10.00087409,0.985687539
11490,[Cu]OC(C1=O)=C(C1=O)OC1=C(OCC)C=C(C(OCC)=C1)[Au],nan,nan,nan,[0.324804166],[3000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],7.240081089,-5217.286777,9.27250786,0.99235488
11499,[Cu]OC(C1=O)=C(C1=O)OC1=C(OCC)C=C(C(OCC)=C1)[Au],nan,nan,nan,[0.490342911],[3000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],3.620040544,-5761.24643,9.655482815,0.992718509
11506,[Cu]OC(C1=O)=C(C1=O)OC1=C(OCC)C=C(C(OCC)=C1)[Au],nan,nan,nan,[0.658026965],[3000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.810020272,-4295.133595,4.736297925,0.991211476
11512,[Cu][Si](C)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.390772608],[17300.0],O=S(=O)([O-])C(F)(F)F.[Li+],9.984523988,-7261.950366,14.54081072,0.994287202
11519,[Cu][Si](C)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.561950395],[17300.0],O=S(=O)([O-])C(F)(F)F.[Li+],4.992261994,-8085.194335,17.16791517,0.989668073
11525,[Cu][Si](C)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.646972165],[17300.0],O=S(=O)([O-])C(F)(F)F.[Li+],3.494583396,-5793.793553,10.81182131,0.998462936
11532,[Cu][Si](C)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.719549605],[17300.0],O=S(=O)([O-])C(F)(F)F.[Li+],2.496130997,-6219.916247,12.12124844,0.993924401
11539,[Cu][Si](C)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.810468037],[17300.0],O=S(=O)([O-])C(F)(F)F.[Li+],1.497678598,-5712.026054,10.95756704,0.991749793
11546,[Cu][Si](C)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.927685393],[17300.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.499226199,-4994.971004,8.782601172,0.993535464
11553,[Cu][Si](C)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.148449791],[17300.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],19.96904798,-1829.038962,1.808895792,0.99621012
11560,[Cu][Si](C)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.258522039],[17300.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],9.984523988,-2596.953388,4.110896105,0.996223239
11567,[Cu][Si](C)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.410834345],[17300.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],4.992261994,-3014.960623,4.995822214,0.995753365
11574,[Cu][Si](C)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.582399126],[17300.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.496130997,-3307.30497,5.644564158,0.996780242
11581,[Cu][Si](C)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.73609637],[17300.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.248065498,-5051.628562,9.726201241,0.994130989
11588,[Cu][Si](C)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.874579135],[17300.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.499226199,-5067.649649,9.210381537,0.994463521
11595,[Cu][Si](CCC1OC(=O)OC1)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.32479268],[90600.0],O=S(=O)([O-])C(F)(F)F.[Li+],13.33333333,-5294.659904,9.829955727,0.997211959
11602,[Cu][Si](CCC1OC(=O)OC1)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.490329822],[90600.0],O=S(=O)([O-])C(F)(F)F.[Li+],6.666666667,-6209.750958,12.78172515,0.993455887
11609,[Cu][Si](CCC1OC(=O)OC1)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.578834178],[90600.0],O=S(=O)([O-])C(F)(F)F.[Li+],4.666666667,-4545.844742,8.736059307,0.995252865
