,Solvent 1,Solvent 2,Solvent 3,Solvent 4,Weights,M,Salt,Molality,Slope,Intercept,Goodness
798,[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCC[Au],nan,nan,nan,[0.955418192],[2000.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.299177264,-3758.212783,5.948068906,0.996177489
945,[Cu]OB(C1=C(C=C(C=C1C)C)C)OCCOCCOCC[Au],nan,nan,nan,[0.906488664],[2000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.359518244,-2113.55703,2.064521641,0.980028334
996,[Cu]OB(C1=C(C=C(C=C1C)C)C)OCCOCCOCCOCC[Au],nan,nan,nan,[0.970424432],[2000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.287614591,-2674.596999,3.717948431,0.982291128
1044,[Cu]OB(C1=C(C=C(C=C1C)C)C)OCCOCCOCCOCC[Au],nan,nan,nan,[0.923765169],[2000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.287614587,-3170.164209,4.54781929,0.994913005
1585,[Cu]SCCSCCOCCCCOC[Au],nan,nan,nan,[0.885576504],[6884.200628],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.450306459,-2277.266166,1.714229615,0.988246121
1605,[Cu]SCCCCSCCOCCCCOC[Au],nan,nan,nan,[0.89708113],[8253.375507],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.399836408,-2124.342564,1.446233551,0.996406172
1624,[Cu]SCCCCCCSCCOCCCCOC[Au],nan,nan,nan,[0.906483662],[10569.07636],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.359539459,-2017.410182,1.107599537,0.997929857
1643,[Cu]SCCCCCCCCSCCOCCCCOC[Au],nan,nan,nan,[0.914312003],[12552.76042],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.326621387,-2113.893666,0.940861517,0.994231298
1664,[Cu]SCCSCCOCCOCCOC[Au],nan,nan,nan,[0.89243735],[11189.09742],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.420051756,-2365.342615,2.483716509,0.989932239
1682,[Cu]SCCSCCSCCOCCOCCOC[Au],nan,nan,nan,[0.912189065],[11624.70168],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.335492479,-2563.148303,2.391902828,0.993645227
1694,[Cu]SCCSCCOCCOCCOCCOC[Au],nan,nan,nan,[0.907674796],[10155.31623],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.354494131,-2588.648615,2.77175079,0.99410149
1714,[Cu]SCCSCCSCCOCCOCCOCCOC[Au],nan,nan,nan,[0.922615439],[8894.482701],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.292316045,-3185.434293,4.26220161,0.966449867
1734,[Cu]SCCOCCOCCSCCOCCOCCOCCOC[Au],nan,nan,nan,[0.928057661],[11104.33641],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.270164725,-2160.949872,1.751354482,0.992984844
1750,[Cu]S(=O)(=O)CCOCCOCCS(=O)(=O)CCOCCOCCOCCOC[Au],nan,nan,nan,[0.938002933],[13023.72616],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.230348823,-3116.114714,3.646399222,0.974212722
1765,[Cu]OCC(CC)(C(NC(COCCC#N)(COCCC#N)COCCC#N)=O)C[Au],nan,nan,nan,[0.553875116],[3922.021362],F[B-](F)(F)F.[Li+],8.567010967,-1386.90016,1.035330348,0.99698508
1771,[Cu]OCC(CC)(C(NC(COCCC#N)(COCCC#N)COCCC#N)=O)C[Au],nan,nan,nan,[0.713998017],[3922.021362],F[B-](F)(F)F.[Li+],4.260462701,-1927.011956,1.893354945,0.992541629
1777,[Cu]OCC(CC)(COCCC#N)C[Au],nan,nan,nan,[0.616259977],[8624.42869],F[B-](F)(F)F.[Li+],6.623047391,-2147.092193,0.656509532,0.997102797
1783,[Cu]OCC(CC)(COCCC#N)C[Au],nan,nan,nan,[0.763546479],[8624.42869],F[B-](F)(F)F.[Li+],3.293783392,-2920.560507,2.475025061,0.968121629
1840,[Cu]OCC[Au],nan,nan,nan,[0.9],[5000000.0],Fc1c(F)c(F)c(S[B-](Sc2c(F)c(F)c(F)c(F)c2F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc2c(F)c(F)c(F)c(F)c2F)c(F)c1F.[Li+],0.136519984,-8491.430072,17.55041787,0.936389891
1841,[Cu]OCC[Au],nan,nan,nan,[0.8],[5000000.0],Fc1c(F)c(F)c(S[B-](Sc2c(F)c(F)c(F)c(F)c2F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc2c(F)c(F)c(F)c(F)c2F)c(F)c1F.[Li+],0.307169964,-7971.806875,16.55791372,0.93884872
1842,[Cu]OCC[Au],nan,nan,nan,[0.6],[5000000.0],Fc1c(F)c(F)c(S[B-](Sc2c(F)c(F)c(F)c(F)c2F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc2c(F)c(F)c(F)c(F)c2F)c(F)c1F.[Li+],0.819119905,-6527.70022,13.0399049,0.948242752
1843,[Cu]OCC[Au],nan,nan,nan,[0.5],[5000000.0],Fc1c(F)c(F)c(S[B-](Sc2c(F)c(F)c(F)c(F)c2F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc2c(F)c(F)c(F)c(F)c2F)c(F)c1F.[Li+],1.228679857,-2690.526142,1.792763592,0.834810216
1844,[Cu]OCC[Au],nan,nan,nan,[0.4],[5000000.0],Fc1c(F)c(F)c(S[B-](Sc2c(F)c(F)c(F)c(F)c2F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc2c(F)c(F)c(F)c(F)c2F)c(F)c1F.[Li+],1.843019786,-8561.240738,18.74082508,0.957990246
1845,[Cu]OCC[Au],nan,nan,nan,[0.2],[5000000.0],Fc1c(F)c(F)c(S[B-](Sc2c(F)c(F)c(F)c(F)c2F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc2c(F)c(F)c(F)c(F)c2F)c(F)c1F.[Li+],4.91471943,-8497.690469,18.12819647,0.9852434
1883,[Cu]OCC[Au],nan,nan,nan,[0.849512086],[5000000.0],O=S(=O)([O-])C(F)(F)F.[Li+],1.135785908,-4284.160077,7.096122002,0.823005246
1894,[Cu]OCC[Au],nan,nan,nan,[0.5],[1000.0],Fc1c(F)c(F)c(S[B-](Sc2c(F)c(F)c(F)c(F)c2F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc2c(F)c(F)c(F)c(F)c2F)c(F)c1F.[Li+],1.228679857,-739.0519195,-2.956500303,0.726108255
1906,[Cu]OCC[Au],nan,nan,nan,[0.849512086],[1000.0],O=S(=O)([O-])C(F)(F)F.[Li+],1.135785908,-1798.912042,1.782117444,0.692504484
1918,[Cu]CC(COOCCOCCOCCOCCOC)(C)[Au],nan,nan,nan,[0.5],[1000.0],Fc1c(F)c(F)c(S[B-](Sc2c(F)c(F)c(F)c(F)c2F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc2c(F)c(F)c(F)c(F)c2F)c(F)c1F.[Li+],1.228679857,-2268.499086,0.344489424,0.984815194
1929,[Cu]CC(COOCCOCCOCCOCCOC)(C)[Au],nan,nan,nan,[0.972729764],[1000.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.179746775,-3603.601597,6.034758042,0.973289212
1940,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],nan,nan,nan,[0.632086467],[2070.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.028562159,-2717.88692,4.422176526,0.991701706
1949,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],nan,nan,nan,[0.720439631],[2070.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.352374768,-2357.813517,3.560050419,0.990830237
1958,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],nan,nan,nan,[0.77457473],[2070.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.014281078,-2187.7934,3.0476402,0.984593721
1967,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],nan,nan,nan,[0.632378719],[1000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.026014022,-2391.606345,3.561488408,0.995520923
1976,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],nan,nan,nan,[0.720692712],[1000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.350676012,-2284.904396,3.243909701,0.991214481
1985,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],nan,nan,nan,[0.774794123],[1000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.013007011,-2161.726206,2.889599103,0.98066831
1994,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],nan,nan,nan,[0.814053176],[600.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.796076931,-2697.04032,3.66341482,0.995199078
2003,[Cu]OCC[Au],nan,nan,nan,[0.754207651],[5000000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.135785907,-4036.373069,7.792907614,0.943850503
2012,O=C1OCCO1,nan,nan,nan,[0.998372647],[88.01604399],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.005680782,-742.4884877,-1.258711949,0.97956765
2023,O=C1OCCO1,nan,nan,nan,[0.997524077],[88.01604399],O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[Li+],0.005680782,-678.1408706,-1.820270589,0.986864257
2034,[Cu]OCC[Au],[Cu]C(CN1C(=O)C(O)C(O)C1=O)C[Au],nan,nan,"[0.700934579, 0.112149533]","[4000000.0, 500.0]",O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.801179434,-3996.037765,7.994710385,1
2036,[Cu]OCC[Au],[Cu]C(CN1C(=O)C(O)C(O)C1=O)C[Au],nan,nan,"[0.681818182, 0.136363636]","[4000000.0, 500.0]",O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.774473453,-5603.826929,13.43351605,1
2038,[Cu]OCC[Au],[Cu]C(CN1C(=O)C(O)C(O)C1=O)C[Au],nan,nan,"[0.659340659, 0.164835165]","[4000000.0, 500.0]",O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.743494515,-3187.806392,5.361073639,1
2040,[Cu]OCC[Au],[Cu]C(CN1C(=O)C(O)C(O)C1=O)C[Au],nan,nan,"[0.6, 0.24]","[4000000.0, 500.0]",O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.663834388,-5201.855954,12.01209566,1
2043,[Cu]OCC[Au],[Cu]C(CN1C(=O)C(O)C(O)C1=O)C[Au],nan,nan,"[0.78125, 0.010416667]","[4000000.0, 16000.0]",O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.917139613,-4303.432583,9.069486295,0.985829208
2046,[Cu]OCC[Au],[Cu]C(CN1C(=O)C(O)C(O)C1=O)C[Au],nan,nan,"[0.714285714, 0.095238095]","[4000000.0, 16000.0]",O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.820030712,-4499.869874,9.255846741,0.982080629
2049,[Cu]OCC[Au],[Cu]C(CN1C(=O)C(O)C(O)C1=O)C[Au],nan,nan,"[0.75, 0.05]","[4000000.0, 16000.0]",O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.871282634,-4721.552984,10.42602274,0.947290628
2055,[Cu]OCC[Au],nan,nan,nan,[0.789473684],[4000000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.929368144,-4959.990035,10.64768655,0.967987543
2061,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.4],[157000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],5.227695804,-5398.076477,11.76128985,0.991450058
2067,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.6],[157000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.323420357,-5773.265257,11.92373891,0.995549863
2073,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.8],[157000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.871282634,-7034.014021,15.48785409,0.994172639
2079,[Cu]OCC[Au],nan,nan,nan,[0.38898],[300000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.932130403,-2519.440722,4.410292618,0.982960451
2085,[Cu]OCC[Au],nan,nan,nan,[0.25932],[300000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.570553651,-2504.650477,4.742070262,0.985823669
2091,[Cu]OCC[Au],nan,nan,nan,[0.12966],[300000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.263692191,-2580.367716,3.924271739,0.995397871
2097,[Cu]OCC[Au],nan,nan,nan,[0.69129],[4000000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.489127387,-3418.781915,6.52895413,0.935252211
2115,[Cu]OCC[Au],nan,nan,nan,[0.7681],[4000000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.849197312,-6780.13952,15.32800056,0.983922305
2123,[Cu]OCC[Au],nan,nan,nan,[0.67968],[4000000.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.876955429,-4572.074621,9.544286901,1
2125,[Cu]OCC[Au],nan,nan,nan,[0.72312],[4000000.0],F[B-](F)(F)F.[Li+],0.885808704,-6056.780588,13.4566053,1
2127,[Cu]OCC[Au],nan,nan,nan,[0.7573466],[600000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.797484162,-3539.051975,7.028661193,0.919738985
2134,[Cu]OCC[Au],nan,nan,nan,[0.7389122],[600000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.709838582,-3623.40428,7.210625501,0.931544697
2141,[Cu]OCC[Au],nan,nan,nan,[0.729695],[600000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.666485014,-3781.914138,7.524813044,0.895372948
2148,[Cu]OCC[Au],nan,nan,nan,[0.7627233],[600000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.823286207,-3844.596104,7.633720202,0.957018754
2155,[Cu]OCC[Au],nan,nan,nan,[0.7104925],[600000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.577151687,-3728.934089,7.233433079,0.951983587
2162,[Cu]OCC[Au],nan,nan,nan,[0.69129],[600000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.489127387,-3875.38476,7.547330442,0.922013122
2197,[Cu]OCC[Au],nan,nan,nan,[0.7681],[600000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.849197312,-4476.652954,9.169011201,0.935463714
2246,[Cu]OCC[Au],nan,nan,nan,[0.8688],[600000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.42512699,-5239.02109,11.51603482,0.892293721
2260,[Cu]C(C)(C(OCC1=CC=CC=C1)=O)CC(C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)CC(C)(C)C(=O)OCCOC(=O)C(C)(C)C(C)(C(OCC1=CC=CC=C1)=O)CC(C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)C[Au],nan,nan,nan,[0.632],[47830.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.029316515,-2356.583826,2.847540067,0.986545825
2267,[Cu]C(C)(C(OCC1=CC=CC=C1)=O)CC(C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)CC(C)(C)C(=O)OCCOC(=O)C(C)(C)C(C)(C(OCC1=CC=CC=C1)=O)CC(C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)C[Au],nan,nan,nan,[0.705],[47830.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.458317033,-2376.201809,2.729278863,0.978826409
2274,[Cu]C(C)(C(OCC1=CC=CC=C1)=O)CC(C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)CC(C)(C)C(=O)OCCOC(=O)C(C)(C)C(C)(C(OCC1=CC=CC=C1)=O)CC(C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)C[Au],nan,nan,nan,[0.853],[47830.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.6006028,-2347.611662,2.583224625,0.992086582
2281,[Cu]C(=O)OCCCCC[Au],nan,nan,nan,[0.91],[24390.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.34468324,-4267.648109,8.284396181,0.940042507
2288,[Cu]C(=O)OCCCCC[Au],nan,nan,nan,[0.83],[24390.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.713821917,-2650.434705,3.071999236,0.94583096
2295,[Cu]C(=O)OCCCCC[Au],nan,nan,nan,[0.77],[24390.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.041013017,-2164.350558,2.414911782,0.997821516
2302,[Cu]C(=O)OCCCCC[Au],nan,nan,nan,[0.73],[24390.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.289020883,-2437.297431,3.227659211,0.993552823
2309,[Cu]C(=O)OCCCCCC(C1=CC=CC=C1)C[Au],nan,nan,nan,[0.91],[49151.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.34468324,-4295.945768,7.508284035,0.93498587
2316,[Cu]C(=O)OCCCCCC(C1=CC=CC=C1)C[Au],nan,nan,nan,[0.83],[49151.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.713821917,-3670.41543,5.28726557,0.92269078
2323,[Cu]C(=O)OCCCCCC(C1=CC=CC=C1)C[Au],nan,nan,nan,[0.77],[49151.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.041013017,-2411.069433,2.577330485,0.993129003
2330,[Cu]C(=O)OCCCCCC(C1=CC=CC=C1)C[Au],nan,nan,nan,[0.73],[49151.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.289020883,-2692.812939,3.129890324,0.993006846
2365,[Cu]C(C(OC)=O)(C)CC(C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)=O)(C)CC(C(OC)=O)(C)C[Au],nan,nan,nan,[0.7],[44194.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.493627372,-2756.839398,3.546062446,0.990904693
2372,[Cu]C(C(OC)=O)(C)CC(C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)=O)(C)CC(C(OC)=O)(C)C[Au],nan,nan,nan,[0.72],[48300.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.355328542,-2707.577115,2.812205319,0.988635845
2379,[Cu]C(C(OC)=O)(C)CC(C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)=O)(C)CC(C(OC)=O)(C)C[Au],nan,nan,nan,[0.78],[68900.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.982985536,-3042.892278,3.300730851,0.983470703
2386,[Cu]C(C(OC)=O)(C)CC(C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)=O)(C)CC(C(OC)=O)(C)C[Au],nan,nan,nan,[0.8],[76400.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.871282634,-3033.754282,3.089682974,0.986606632
2393,[Cu]C(C(OC)=O)(C)CC(C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)=O)(C)CC(C(OC)=O)(C)C[Au],nan,nan,nan,[0.91],[55510.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.34468324,-3467.298052,5.917908862,0.989530867
2400,[Cu]C(C(OC)=O)(C)CC(C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)=O)(C)CC(C(OC)=O)(C)C[Au],nan,nan,nan,[0.87],[55510.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.520766632,-3020.277381,4.845397408,0.994803171
2407,[Cu]C(C(OC)=O)(C)CC(C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)=O)(C)CC(C(OC)=O)(C)C[Au],nan,nan,nan,[0.77],[55510.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.041013017,-3047.050465,4.485670079,0.991975685
2414,CC1CCCO1,nan,nan,nan,[0.813376695],[86.07316494],F[As-](F)(F)(F)(F)F.[Li+],1.171522343,-344.3000716,-1.353969603,0.966112966
2422,CC1CCCO1,O=C1OCCO1,COCCOC,CC1COC(=O)O1,"[0.324346454, 0.214934449, 0.16842591, 0.079731376]","[86.07316494, 88.01604399, 90.12, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],1.378304558,-848.0287685,1.027447951,0.961709066
2433,CC1CCCO1,O=C1OCCO1,COCCOC,CC1COC(=O)O1,"[0.444772607, 0.171930015, 0.115480268, 0.063778593]","[86.07316494, 88.01604399, 90.12, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],1.308870049,-738.5409359,0.627550217,0.975542832
2444,O=C1OCCO1,CC1CCCO1,CC1COC(=O)O1,COCCOC,"[0.339339249, 0.219462557, 0.125880171, 0.113962032]","[88.01604399, 86.07316494, 102.0316941, 90.12]",F[As-](F)(F)(F)(F)F.[Li+],1.28732364,-961.2637115,1.352252024,0.953602075
2456,CC1CCCO1,O=C1OCCO1,COCCOC,CC1COC(=O)O1,"[0.308920366, 0.238830729, 0.161200785, 0.088595861]","[86.07316494, 88.01604399, 90.12, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],1.296111494,-828.5505918,0.88584913,0.972314841
2464,COCCOC,CC1CCCO1,O=C1OCCO1,CC1COC(=O)O1,"[0.381983381, 0.188234108, 0.145526466, 0.053984019]","[90.12, 86.07316494, 88.01604399, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],1.527496886,-946.6099823,1.15173022,0.918791089
2470,COCCOC,CC1CCCO1,O=C1OCCO1,CC1COC(=O)O1,"[0.290246724, 0.238380062, 0.184295017, 0.068365473]","[90.12, 86.07316494, 88.01604399, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],1.429353748,-884.6252513,1.047456148,0.96344367
2479,O=C1OCCO1,CC1CCCO1,nan,nan,"[0.514555939, 0.332781317]","[88.01604399, 86.07316494]",F[As-](F)(F)(F)(F)F.[Li+],0.91992662,-643.8321744,0.190235125,0.995302345
2484,ClCCl,CC1CCCO1,O=C1OCCO1,CC1COC(=O)O1,"[0.666974117, 0.092856469, 0.071716362, 0.026603666]","[83.95335542, 86.07316494, 88.01604399, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],0.843995958,-544.1416228,-0.227527182,0.987592624
2492,ClCCl,CC1CCCO1,O=C1OCCO1,CC1COC(=O)O1,"[0.508503268, 0.165186183, 0.12757918, 0.047326353]","[83.95335542, 86.07316494, 88.01604399, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],0.910995491,-667.1834245,0.396784945,0.979276671
2500,ClCCl,CC1CCCO1,O=C1OCCO1,CC1COC(=O)O1,"[0.327139596, 0.247964705, 0.191511984, 0.071042655]","[83.95335542, 86.07316494, 88.01604399, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],0.989549614,-806.6635108,0.858863524,0.986664729
2508,CC1CCCO1,O=C1OCCO1,CC1COC(=O)O1,nan,"[0.663914509, 0.171093917, 0.063468436]","[86.07316494, 88.01604399, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],0.576945194,-570.5506497,-0.113496513,0.989419668
2519,O=C1OCCO1,CC1CCCO1,CC1COC(=O)O1,nan,"[0.455021615, 0.196185592, 0.168793321]","[88.01604399, 86.07316494, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],1.120813939,-899.6765715,0.920035316,0.99051822
2526,CC1CCCO1,O=C1OCCO1,CC1COC(=O)O1,nan,"[0.397037454, 0.306955303, 0.113867129]","[86.07316494, 88.01604399, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],1.13711168,-1000.849724,1.395509126,0.968984997
2535,CC1CCCO1,O=C1OCCO1,CC1COC(=O)O1,nan,"[0.60272407, 0.155324851, 0.057618796]","[86.07316494, 88.01604399, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],1.153890387,-637.1078369,0.135863283,0.984607118
2546,CC1CCCO1,O=C1OCCO1,CC1COC(=O)O1,nan,"[0.551861157, 0.142217237, 0.052756438]","[86.07316494, 88.01604399, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],1.730835579,-822.9112672,0.699766756,0.967089705
2557,CC1CCCO1,O=C1OCCO1,CC1COC(=O)O1,nan,"[0.508914667, 0.131149723, 0.04865087]","[86.07316494, 88.01604399, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],2.307780765,-1268.061859,2.013424376,0.945298495
2568,CC1CCCO1,O=C1OCCO1,CC1COC(=O)O1,nan,"[0.440373839, 0.113486426, 0.042098551]","[86.07316494, 88.01604399, 102.0316941]",F[As-](F)(F)(F)(F)F.[Li+],3.461671151,-1920.003764,3.670297604,0.949044081
